accuracy,precision,recall,f1,roc_auc,brier_score,run_id,run_name
0.8933982085591065,0.5983263598326359,0.27032136105860116,0.3723958333333333,0.7909682971261096,0.08321996033191681,12e014f343df4cffbb41defea476bbee,xgboost_default_20260721_140439
