model_name,n,subscription_rate,accuracy,precision,recall,f1,false_negative_rate,false_positive_rate,avg_subscription_probability
XGBoost default,9043,0.11699657193409267,0.8933982085591065,0.5983263598326359,0.27032136105860116,0.3723958333333333,0.7296786389413988,0.024045084533500315,0.11549093921183456
