mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.651389201482137,0.2455562391037261,0.20142928759256998,0.020762734331617096,0.699323478741167,1.6043939615080793,0.012502377950801122,4,1,208,0.24970737145052724,0.6519327409932608,"{'colsample_bytree': np.float64(0.699323478741167), 'gamma': np.float64(1.6043939615080793), 'learning_rate': np.float64(0.012502377950801122), 'max_depth': 4, 'min_child_weight': 1, 'n_estimators': 208, 'reg_lambda': np.float64(0.24970737145052724), 'subsample': np.float64(0.6519327409932608)}",0.2552204176334107,0.2508792497069168,0.2508751458576429,0.2523249377326568,0.002047414158094229,18
2.035136063893636,0.4302017338181602,0.275670846303304,0.08357106848601897,0.935411499959192,1.4137146876952342,0.08880965698768718,2,3,340,7.121996518301622,0.8778769589256805,"{'colsample_bytree': np.float64(0.935411499959192), 'gamma': np.float64(1.4137146876952342), 'learning_rate': np.float64(0.08880965698768718), 'max_depth': 2, 'min_child_weight': 3, 'n_estimators': 340, 'reg_lambda': np.float64(7.121996518301622), 'subsample': np.float64(0.8778769589256805)}",0.3251179863660199,0.31561996779388085,0.33191940615058324,0.3242191201034947,0.00668450412543393,5
-0.27852773666381836,0.36252041308131505,0.1681816577911377,0.06211514040774289,0.9702358864403233,1.7000771555795986,0.03843694025082197,2,7,141,0.447060854677849,0.9053621624183225,"{'colsample_bytree': np.float64(0.9702358864403233), 'gamma': np.float64(1.7000771555795986), 'learning_rate': np.float64(0.03843694025082197), 'max_depth': 2, 'min_child_weight': 7, 'n_estimators': 141, 'reg_lambda': np.float64(0.447060854677849), 'subsample': np.float64(0.9053621624183225)}",0.25378346915017463,0.2444183313748531,0.25435540069686413,0.2508524004072973,0.0045555614113753,19
2.053512970606486,1.2957583510946014,0.19442264238993326,0.032857064254027187,0.8731451149743246,1.774425485152653,0.041149615546913355,2,7,210,3.3233042062267937,0.8464470191493236,"{'colsample_bytree': np.float64(0.8731451149743246), 'gamma': np.float64(1.774425485152653), 'learning_rate': np.float64(0.041149615546913355), 'max_depth': 2, 'min_child_weight': 7, 'n_estimators': 210, 'reg_lambda': np.float64(3.3233042062267937), 'subsample': np.float64(0.8464470191493236)}",0.27164685908319186,0.25720876585928487,0.275626423690205,0.2681606828775606,0.007912757563864647,16
2.4730542500813804,0.32060269983885437,0.1512903372446696,0.015169267087940528,0.9198385129840964,0.9875911927287815,0.04787304927324382,4,2,121,0.7562632622090494,0.7206017208173887,"{'colsample_bytree': np.float64(0.9198385129840964), 'gamma': np.float64(0.9875911927287815), 'learning_rate': np.float64(0.04787304927324382), 'max_depth': 4, 'min_child_weight': 2, 'n_estimators': 121, 'reg_lambda': np.float64(0.7562632622090494), 'subsample': np.float64(0.7206017208173887)}",0.3022367703218767,0.28794642857142855,0.29113218070273283,0.29377179319867935,0.006125309920470311,11
4.96130649248759,0.5777121404249094,0.3492313226064046,0.049780849799396634,0.9635172584857318,0.9507404463642235,0.05405531655368526,5,6,310,0.6618595597183481,0.914442898490067,"{'colsample_bytree': np.float64(0.9635172584857318), 'gamma': np.float64(0.9507404463642235), 'learning_rate': np.float64(0.05405531655368526), 'max_depth': 5, 'min_child_weight': 6, 'n_estimators': 310, 'reg_lambda': np.float64(0.6618595597183481), 'subsample': np.float64(0.914442898490067)}",0.34997478567826523,0.3442959917780062,0.3596535914416709,0.35130812296598074,0.006340205469828154,1
2.269014596939087,0.4553841445969174,0.13528029123942056,0.009115432189481772,0.7300793579220679,0.15395981965758598,0.02382184154464129,3,4,145,1.7729973899342293,0.7534717900432,"{'colsample_bytree': np.float64(0.7300793579220679), 'gamma': np.float64(0.15395981965758598), 'learning_rate': np.float64(0.02382184154464129), 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 145, 'reg_lambda': np.float64(1.7729973899342293), 'subsample': np.float64(0.7534717900432)}",0.25667828106852497,0.24473067915690866,0.2486865148861646,0.2500318250371994,0.004969486386034437,20
3.7821334997812905,0.2774392330114399,0.19615896542867026,0.044852216743725803,0.6869229909405947,0.9130691409658205,0.019239667446712093,5,6,207,4.119839624605188,0.9636319549732226,"{'colsample_bytree': np.float64(0.6869229909405947), 'gamma': np.float64(0.9130691409658205), 'learning_rate': np.float64(0.019239667446712093), 'max_depth': 5, 'min_child_weight': 6, 'n_estimators': 207, 'reg_lambda': np.float64(4.119839624605188), 'subsample': np.float64(0.9636319549732226)}",0.2808607021517554,0.2675086107921929,0.27184466019417475,0.27340465771270767,0.005561461445333567,14
2.7586206595102944,0.3385910862902264,0.11393952369689941,0.015419829879639128,0.7613012162401523,0.22010384905535352,0.019794771074932348,3,1,195,0.5071514980544014,0.7566734403553101,"{'colsample_bytree': np.float64(0.7613012162401523), 'gamma': np.float64(0.22010384905535352), 'learning_rate': np.float64(0.019794771074932348), 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 195, 'reg_lambda': np.float64(0.5071514980544014), 'subsample': np.float64(0.7566734403553101)}",0.2611207394569613,0.2505827505827506,0.25955967555040554,0.2570877218633725,0.0046436493300976425,17
2.4263158639272056,0.22951499098760406,0.07705855369567871,0.008008451843609451,0.7076295486000296,1.068178838750884,0.042734471318432575,2,3,313,0.47340227734041923,0.9800183963693817,"{'colsample_bytree': np.float64(0.7076295486000296), 'gamma': np.float64(1.068178838750884), 'learning_rate': np.float64(0.042734471318432575), 'max_depth': 2, 'min_child_weight': 3, 'n_estimators': 313, 'reg_lambda': np.float64(0.47340227734041923), 'subsample': np.float64(0.9800183963693817)}",0.28524046434494194,0.27846674182638104,0.29637883008356547,0.28669534541829617,0.007384589161964004,12
